Name,Sex,Age,Height,Weight,NOC,Year,Season,Sport,Event,Medals
"Christian ""Chris"" Ahrens",M,28,195,97,USA,2004,Summer,Rowing,Rowing Men's Coxed Eights,Gold
Marlene Ahrens Ostertag (-Ebensperger),F,23,176,70,CHI,1956,Summer,Athletics,Athletics Women's Javelin Throw,Silver
Thomas Ahrens,M,16,163,50,GER,1964,Summer,Rowing,Rowing Men's Coxed Eights,Silver
Matteo Aicardi,M,26,192,102,ITA,2012,Summer,Water Polo,Water Polo Men's Water Polo,Silver
Matteo Aicardi,M,30,192,102,ITA,2016,Summer,Water Polo,Water Polo Men's Water Polo,Bronze
Mara Magdalena Aicega Amicarelli,F,26,165,60,ARG,2000,Summer,Hockey,Hockey Women's Hockey,Silver
Mara Magdalena Aicega Amicarelli,F,30,165,60,ARG,2004,Summer,Hockey,Hockey Women's Hockey,Bronze
Mara Magdalena Aicega Amicarelli,F,34,165,60,ARG,2008,Summer,Hockey,Hockey Women's Hockey,Bronze
Hans Aichele,M,24,,,SUI,1936,Winter,Bobsleigh,Bobsleigh Men's Four,Silver
Rosaria Aiello,F,27,172,74,ITA,2016,Summer,Water Polo,Water Polo Women's Water Polo,Silver
Franz Aigner,M,32,,107,AUT,1924,Summer,Weightlifting,Weightlifting Men's Heavyweight,Silver
Nobuyuki Aihara,M,21,154,53,JPN,1956,Summer,Gymnastics,Gymnastics Men's Team All-Around,Silver
Nobuyuki Aihara,M,21,154,53,JPN,1956,Summer,Gymnastics,Gymnastics Men's Floor Exercise,Silver
Nobuyuki Aihara,M,25,154,53,JPN,1960,Summer,Gymnastics,Gymnastics Men's Team All-Around,Gold
Nobuyuki Aihara,M,25,154,53,JPN,1960,Summer,Gymnastics,Gymnastics Men's Floor Exercise,Gold
Yutaka Aihara,M,21,156,55,JPN,1992,Summer,Gymnastics,Gymnastics Men's Team All-Around,Bronze
Ryoji Aikawa,M,28,183,85,JPN,2004,Summer,Baseball,Baseball Men's Baseball,Bronze
Alexander Michael Hirst Aikman,M,23,,,AUS,1956,Summer,Rowing,Rowing Men's Coxed Eights,Bronze
"Charles Benedict ""Ben"" Ainslie",M,19,183,90,GBR,1996,Summer,Sailing,Sailing Mixed One Person Dinghy,Silver
"Charles Benedict ""Ben"" Ainslie",M,23,183,90,GBR,2000,Summer,Sailing,Sailing Mixed One Person Dinghy,Gold
"Charles Benedict ""Ben"" Ainslie",M,27,183,90,GBR,2004,Summer,Sailing,Sailing Men's One Person Dinghy,Gold
"Charles Benedict ""Ben"" Ainslie",M,31,183,90,GBR,2008,Summer,Sailing,Sailing Mixed One Person Dinghy,Gold
"Charles Benedict ""Ben"" Ainslie",M,35,183,90,GBR,2012,Summer,Sailing,Sailing Men's One Person Heavyweight Dinghy,Gold
Kurt Harold Ainsworth,M,22,187,84,USA,2000,Summer,Baseball,Baseball Men's Baseball,Gold
John Creyghton Ainsworth-Davis,M,25,,,GBR,1920,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
Robin Allingham Aisher,M,34,185,85,GBR,1968,Summer,Sailing,Sailing Mixed 5.5 metres,Bronze
"Gordon ""Gord"" Aitchison",M,27,,,CAN,1936,Summer,Basketball,Basketball Men's Basketball,Silver
Brett Aitken,M,29,173,65,AUS,2000,Summer,Cycling,Cycling Men's Madison,Gold
Vladimir Atoff,M,20,,,FRA,1900,Summer,Rugby,Rugby Men's Rugby,Gold
Eirini Andili,F,17,167,45,GRE,2000,Summer,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Bronze
"Oluwafemi ""Junior"" Ajayi",M,20,172,79,NGR,2016,Summer,Football,Football Men's Football,Bronze
Omar Ajete Iglesias,M,27,175,93,CUB,1992,Summer,Baseball,Baseball Men's Baseball,Gold
Omar Ajete Iglesias,M,31,175,93,CUB,1996,Summer,Baseball,Baseball Men's Baseball,Gold
Omar Ajete Iglesias,M,35,175,93,CUB,2000,Summer,Baseball,Baseball Men's Baseball,Silver
"Ebenezer Oluwafemi ""Femi"" Ajilore",M,23,185,75,NGR,2008,Summer,Football,Football Men's Football,Silver
Mobolade Abimbola Ajomale,M,20,180,62,CAN,2016,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
Chioma Ajunwa (-Opara),F,24,164,57,NGR,1996,Summer,Athletics,Athletics Women's Long Jump,Gold
Kriss Kezie Uche Chukwu Duru Akabusi,M,25,185,81,GBR,1984,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
Kriss Kezie Uche Chukwu Duru Akabusi,M,33,185,81,GBR,1992,Summer,Athletics,Athletics Men's 400 metres Hurdles,Bronze
Kriss Kezie Uche Chukwu Duru Akabusi,M,33,185,81,GBR,1992,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
Olle Erik Curys kerlund,M,20,,,SWE,1932,Summer,Sailing,Sailing Mixed 6 metres,Gold
Michelle Anne Akers,F,30,178,68,USA,1996,Summer,Football,Football Women's Football,Gold
Yelena Rabigovna Akhaminova (-Sokolovskaya),F,18,181,80,URS,1980,Summer,Volleyball,Volleyball Women's Volleyball,Gold
Albina Khamitovna Akhatova,F,21,160,55,RUS,1998,Winter,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Silver
Albina Khamitovna Akhatova,F,25,160,55,RUS,2002,Winter,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Bronze
Albina Khamitovna Akhatova,F,29,160,55,RUS,2006,Winter,Biathlon,Biathlon Women's 10 kilometres Pursuit,Bronze
Albina Khamitovna Akhatova,F,29,160,55,RUS,2006,Winter,Biathlon,Biathlon Women's 15 kilometres,Bronze
Albina Khamitovna Akhatova,F,29,160,55,RUS,2006,Winter,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Gold
Murodzhon Kakharovich Akhmadaliyev,M,21,165,56,UZB,2016,Summer,Boxing,Boxing Men's Bantamweight,Bronze
Leyla Begnyazovna Akhmerova,F,23,160,52,URS,1980,Summer,Hockey,Hockey Women's Hockey,Bronze
Igor Vladimirovich Akhremchik,M,26,180,79,URS,1960,Summer,Rowing,Rowing Men's Coxless Fours,Bronze
Gulraiz Akhtar,M,25,172,61,PAK,1968,Summer,Hockey,Hockey Men's Hockey,Gold
Naeem Akhtar,M,23,173,65,PAK,1984,Summer,Hockey,Hockey Men's Hockey,Gold
John Akii-Bua,M,22,188,77,UGA,1972,Summer,Athletics,Athletics Men's 400 metres Hurdles,Gold
Anatoly Ivanovich Akimov,M,24,181,84,URS,1972,Summer,Water Polo,Water Polo Men's Water Polo,Gold
Vladimir Ivanovich Akimov,M,27,184,80,URS,1980,Summer,Water Polo,Water Polo Men's Water Polo,Gold
Morolake Akinosun,F,22,163,61,USA,2016,Summer,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
Foluke Antinuke Akinradewo,F,24,191,79,USA,2012,Summer,Volleyball,Volleyball Women's Volleyball,Silver
Foluke Antinuke Akinradewo,F,28,191,79,USA,2016,Summer,Volleyball,Volleyball Women's Volleyball,Bronze
Khadzhimurat Magomedovich Akkayev,M,19,178,105,RUS,2004,Summer,Weightlifting,Weightlifting Men's Middle-Heavyweight,Silver
Khadzhimurat Magomedovich Akkayev,M,23,178,105,RUS,2008,Summer,Weightlifting,Weightlifting Men's Middle-Heavyweight,Bronze
Marina Dazmirovna Akobiya,F,25,165,57,RUS,2000,Summer,Water Polo,Water Polo Women's Water Polo,Bronze
Artur Vladimirovich Akoyev,M,26,,109,EUN,1992,Summer,Weightlifting,Weightlifting Men's Heavyweight II,Silver
Daniel Akpeyi,M,30,187,80,NGR,2016,Summer,Football,Football Men's Football,Bronze
Liudmyla Vasylivna Aksenova (Shapovalova-),F,29,165,58,URS,1976,Summer,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
Aleksandr Timofeyevich Aksinin,M,21,173,67,URS,1976,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
Aleksandr Timofeyevich Aksinin,M,25,173,67,URS,1980,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
Nikolay Aleksandrovich Aksyonov,M,26,201,100,RUS,1996,Summer,Rowing,Rowing Men's Coxed Eights,Bronze
Irina Anatolyevna Aksyonova,F,17,174,62,URS,1980,Summer,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze
Vladyslav Ivanovych Akymenko,M,23,192,88,URS,1976,Summer,Sailing,Sailing Mixed Two Person Keelboat,Silver
Naser Al Shami,M,22,187,81,SYR,2004,Summer,Boxing,Boxing Men's Heavyweight,Bronze
Nasser Salih Nasser Abdullah Al-Attiya,M,41,178,82,QAT,2012,Summer,Shooting,Shooting Men's Skeet,Bronze
Fehaid Al-Deehani,M,33,178,95,KUW,2000,Summer,Shooting,Shooting Men's Double Trap,Bronze
Fehaid Al-Deehani,M,45,178,95,KUW,2012,Summer,Shooting,Shooting Men's Trap,Bronze
Fehaid Al-Deehani,M,49,178,95,IOA,2016,Summer,Shooting,Shooting Men's Double Trap,Gold
Abdul Rashid Al-Hasan,M,25,170,63,PAK,1984,Summer,Hockey,Hockey Men's Hockey,Gold
Ahmed bin Hasher Al-Maktoum,M,40,175,67,UAE,2004,Summer,Shooting,Shooting Men's Double Trap,Gold
Abdullah Al-Rashidi,M,52,183,83,IOA,2016,Summer,Shooting,Shooting Men's Skeet,Bronze
Hadi Soua'an Al-Somaily Jaadan,M,23,191,72,KSA,2000,Summer,Athletics,Athletics Men's 400 metres Hurdles,Silver
Marina Alabau Neira,F,26,164,55,ESP,2012,Summer,Sailing,Sailing Women's Windsurfer,Gold
Armenak Alachachyan,M,33,176,74,URS,1964,Summer,Basketball,Basketball Men's Basketball,Silver
Noor Alam,M,26,172,73,PAK,1956,Summer,Hockey,Hockey Men's Hockey,Silver
Noor Alam,M,30,172,73,PAK,1960,Summer,Hockey,Hockey Men's Hockey,Gold
Vladan Alanovi,M,25,190,81,CRO,1992,Summer,Basketball,Basketball Men's Basketball,Silver
Mika Antero Alatalo,M,22,182,85,FIN,1994,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
Toimi Johannes Alatalo,M,30,174,67,FIN,1960,Winter,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold
Fabio Albarelli,M,25,179,80,ITA,1968,Summer,Sailing,Sailing Mixed One Person Dinghy,Bronze
Marco Albarello,M,31,187,84,ITA,1992,Winter,Cross Country Skiing,Cross Country Skiing Men's 10 kilometres,Silver
Marco Albarello,M,31,187,84,ITA,1992,Winter,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver
Marco Albarello,M,33,187,84,ITA,1994,Winter,Cross Country Skiing,Cross Country Skiing Men's 10 kilometres,Bronze
Marco Albarello,M,33,187,84,ITA,1994,Winter,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold
Marco Albarello,M,37,187,84,ITA,1998,Winter,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver
Pierre Henri Maurice Albarran,M,26,,,FRA,1920,Summer,Tennis,Tennis Men's Doubles,Bronze
Ruslan Vladimirovich Albegov,M,24,192,156,RUS,2012,Summer,Weightlifting,Weightlifting Men's Super-Heavyweight,Bronze
David Albelda Aliqus,M,23,182,75,ESP,2000,Summer,Football,Football Men's Football,Silver
Alberto Alberani Samaritani,M,29,192,82,ITA,1976,Summer,Water Polo,Water Polo Men's Water Polo,Silver
A. Albert,M,,,,FRA,1900,Summer,Rugby,Rugby Men's Rugby,Gold
Auguste Albert,M,,,,FRA,1900,Summer,Sailing,Sailing Mixed 1-2 Ton,Silver
Auguste Albert,M,,,,FRA,1900,Summer,Sailing,Sailing Mixed 1-2 Ton,Bronze
Flrin Albert,M,18,182,75,HUN,1960,Summer,Football,Football Men's Football,Bronze
Nely Carla Alberto Francisca,F,29,179,90,ESP,2012,Summer,Handball,Handball Women's Handball,Bronze
Abramo Albini,M,20,180,83,ITA,1968,Summer,Rowing,Rowing Men's Coxless Fours,Bronze
mile Albrecht,M,,,,SUI,1924,Summer,Rowing,Rowing Men's Coxless Fours,Bronze
mile Albrecht,M,,,,SUI,1924,Summer,Rowing,Rowing Men's Coxed Fours,Gold
Brigitte Albrecht-Loretan,F,31,175,64,SUI,2002,Winter,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Bronze
John Robert Albrechtson,M,39,181,67,SWE,1976,Summer,Sailing,Sailing Mixed Two Person Keelboat,Gold
"David Donald ""Dave"" Albritton",M,23,191,79,USA,1936,Summer,Athletics,Athletics Men's High Jump,Silver
Aldair Nascimento dos Santos,M,30,183,76,BRA,1996,Summer,Football,Football Men's Football,Bronze
Andrs Aldama Cabrera,M,20,183,63,CUB,1976,Summer,Boxing,Boxing Men's Light-Welterweight,Silver
Andrs Aldama Cabrera,M,24,183,63,CUB,1980,Summer,Boxing,Boxing Men's Welterweight,Gold
Cyril Albert Alden,M,,,,GBR,1920,Summer,Cycling,Cycling Men's 50 kilometres,Silver
Cyril Albert Alden,M,,,,GBR,1924,Summer,Cycling,Cycling Men's 50 kilometres,Silver
"Frederick Pitt ""Fred"" Alderman",M,22,177,75,USA,1928,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
"Joan ""Jody"" Alderson (-Braskamp)",F,17,170,59,USA,1952,Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
David Alegre Biosca,M,23,184,75,ESP,2008,Summer,Hockey,Hockey Men's Hockey,Silver
Ramn Alegre Biosca,M,27,171,71,ESP,2008,Summer,Hockey,Hockey Men's Hockey,Silver
Jo Qesem Ayela Aleh,F,26,171,58,NZL,2012,Summer,Sailing,Sailing Women's Two Person Dinghy,Gold
Jo Qesem Ayela Aleh,F,30,171,58,NZL,2016,Summer,Sailing,Sailing Women's Two Person Dinghy,Silver
Virgilijus Alekna,M,28,200,130,LTU,2000,Summer,Athletics,Athletics Men's Discus Throw,Gold
Virgilijus Alekna,M,32,200,130,LTU,2004,Summer,Athletics,Athletics Men's Discus Throw,Gold
Virgilijus Alekna,M,36,200,130,LTU,2008,Summer,Athletics,Athletics Men's Discus Throw,Bronze
Boris Viktorovich Aleksandrov,M,20,168,69,URS,1976,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Rumen Aleksandrov,M,20,176,89,BUL,1980,Summer,Weightlifting,Weightlifting Men's Middle-Heavyweight,Silver
Veniamin Veniaminovich Aleksandrov,M,22,180,81,URS,1960,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
Veniamin Veniaminovich Aleksandrov,M,26,180,81,URS,1964,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Veniamin Veniaminovich Aleksandrov,M,30,180,81,URS,1968,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Vladimir Petrovich Aleksandrov,M,26,178,89,URS,1984,Winter,Bobsleigh,Bobsleigh Men's Two,Bronze
Larisa Aleksandrova-Popova,F,19,180,83,URS,1976,Summer,Rowing,Rowing Women's Coxed Quadruple Sculls,Silver
Larisa Aleksandrova-Popova,F,23,180,83,URS,1980,Summer,Rowing,Rowing Women's Double Sculls,Gold
Vasily Ivanovich Alekseyev,M,30,185,160,URS,1972,Summer,Weightlifting,Weightlifting Men's Super-Heavyweight,Gold
Vasily Ivanovich Alekseyev,M,34,185,160,URS,1976,Summer,Weightlifting,Weightlifting Men's Super-Heavyweight,Gold
Galina Aleksandrovna Alekseyeva,F,17,157,50,URS,1964,Summer,Diving,Diving Women's Platform,Bronze
Milan Aleksi,M,26,193,96,SRB,2012,Summer,Water Polo,Water Polo Men's Water Polo,Bronze
Milan Aleksi,M,30,193,96,SRB,2016,Summer,Water Polo,Water Polo Men's Water Polo,Gold
Alessandra dos Santos de Oliveira,F,22,200,85,BRA,1996,Summer,Basketball,Basketball Women's Basketball,Silver
Alessandra dos Santos de Oliveira,F,26,200,85,BRA,2000,Summer,Basketball,Basketball Women's Basketball,Bronze
Karl Theophil Christian Aletter,M,26,183,,GER,1932,Summer,Rowing,Rowing Men's Coxless Fours,Silver
Alex Sandro Lobo Silva,M,21,177,60,BRA,2012,Summer,Football,Football Men's Football,Silver
Gustav Bernhard Franck Alexander,M,26,,,GBR,1908,Summer,Lacrosse,Lacrosse Men's Lacrosse,Silver
Lisa Alexander,F,27,172,58,CAN,1996,Summer,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
Buffy-Lynne Alexander-Williams,F,23,170,69,CAN,2000,Summer,Rowing,Rowing Women's Coxed Eights,Bronze
Marc Robert Alexandre,M,24,170,73,FRA,1984,Summer,Judo,Judo Men's Half-Lightweight,Bronze
Marc Robert Alexandre,M,28,170,73,FRA,1988,Summer,Judo,Judo Men's Lightweight,Gold
"Alexandre ""Alexandre Pato"" Rodrigues da Silva",M,18,179,71,BRA,2008,Summer,Football,Football Men's Football,Bronze
"Alexandre ""Alexandre Pato"" Rodrigues da Silva",M,22,179,71,BRA,2012,Summer,Football,Football Men's Football,Silver
Ion Alexe,M,26,189,81,ROU,1972,Summer,Boxing,Boxing Men's Heavyweight,Silver
Vladimir Petrovich Aleynik,M,23,184,74,URS,1976,Summer,Diving,Diving Men's Platform,Bronze
Vladimir Petrovich Aleynik,M,27,184,74,URS,1980,Summer,Diving,Diving Men's Platform,Silver
Abdoul Razak Issoufou Alfaga,M,21,207,90,NIG,2016,Summer,Taekwondo,Taekwondo Men's Heavyweight,Silver
Lidiya Nikolayevna Alfeyeva,F,30,170,62,URS,1976,Summer,Athletics,Athletics Women's Long Jump,Bronze
Alfonso Prez Muoz,M,19,178,69,ESP,1992,Summer,Football,Football Men's Football,Gold
"Stephen Todd ""Steve"" Alford",M,19,185,74,USA,1984,Summer,Basketball,Basketball Men's Basketball,Gold
Axel Alfredsson,M,22,,,SWE,1924,Summer,Football,Football Men's Football,Bronze
Hans Daniel Alfredsson,M,33,182,92,SWE,2006,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Hans Daniel Alfredsson,M,41,182,92,SWE,2014,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
Max Ferdinand Alfthan,M,20,,,FIN,1912,Summer,Sailing,Sailing Mixed 12 metres,Bronze
"Zenny ""Algodo"" de Azevedo",M,23,183,77,BRA,1948,Summer,Basketball,Basketball Men's Basketball,Bronze
"Zenny ""Algodo"" de Azevedo",M,35,183,77,BRA,1960,Summer,Basketball,Basketball Men's Basketball,Bronze
Ulf Hkan Gran Algotsson,M,27,178,77,SWE,1994,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Nasir Ali,M,25,176,69,PAK,1984,Summer,Hockey,Hockey Men's Hockey,Gold
Nia Sifaatihii Ali,F,27,170,65,USA,2016,Summer,Athletics,Athletics Women's 100 metres Hurdles,Silver
Shaukat Ali,M,30,,,IND,1928,Summer,Hockey,Hockey Men's Hockey,Gold
Syed Mushtaq Ali,M,22,165,61,IND,1964,Summer,Hockey,Hockey Men's Hockey,Gold
mile Ali Khan,M,17,180,69,FRA,1920,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
Vladimir Aleksandrovich Alikin,M,22,,,URS,1980,Winter,Biathlon,Biathlon Men's 10 kilometres Sprint,Silver
Vladimir Aleksandrovich Alikin,M,22,,,URS,1980,Winter,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
Mirko Alilovi,M,26,200,110,CRO,2012,Summer,Handball,Handball Men's Handball,Bronze
Aline Pellegrino,F,22,180,71,BRA,2004,Summer,Football,Football Women's Football,Silver
Aleksey Aleksandrovich Alipov,M,29,175,80,RUS,2004,Summer,Shooting,Shooting Men's Trap,Gold
Aleksey Aleksandrovich Alipov,M,32,175,80,RUS,2008,Summer,Shooting,Shooting Men's Trap,Bronze
Georgios Aliprantis,M,,,,GRE,1906,Summer,Gymnastics,Gymnastics Men's Rope Climbing,Gold
Alison Conte Cerutti,M,26,203,106,BRA,2012,Summer,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Silver
Alison Conte Cerutti,M,30,203,106,BRA,2016,Summer,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Gold
Deji Aliu,M,28,187,75,NGR,2004,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
Margarita Sergeyevna Aliychuk,F,17,174,48,RUS,2008,Summer,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Gold
Kimia Alizadeh Zenoorin,F,18,185,57,IRI,2016,Summer,Taekwondo,Taekwondo Women's Featherweight,Bronze
mile Allais,M,23,168,68,FRA,1936,Winter,Alpine Skiing,Alpine Skiing Men's Combined,Bronze
Mohamed Allalou,M,26,174,63,ALG,2000,Summer,Boxing,Boxing Men's Light-Welterweight,Bronze
Peter Frank Allam,M,25,193,93,GBR,1984,Summer,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Bronze
Olivier Allamand,M,22,175,72,FRA,1992,Winter,Freestyle Skiing,Freestyle Skiing Men's Moguls,Silver
Richard Louis Pierre Allemane,M,18,,,FRA,1900,Summer,Football,Football Men's Football,Silver
"William Charles ""Bill"" Allen",M,24,188,95,USA,1972,Summer,Sailing,Sailing Mixed Three Person Keelboat,Gold
John Chad Allen,M,21,185,86,USA,1996,Summer,Baseball,Baseball Men's Baseball,Bronze
"Katherine Jessie Jean ""Kate"" Allen (-Diechtler)",F,34,163,53,AUT,2004,Summer,Triathlon,Triathlon Women's Olympic Distance,Gold
"Kate Ruth ""Katie"" Allen",F,26,170,65,AUS,2000,Summer,Hockey,Hockey Women's Hockey,Gold
Nathon Allen,M,20,178,,JAM,2016,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
Walter Ray Allen,M,25,192,93,USA,2000,Summer,Basketball,Basketball Men's Basketball,Gold
Richard James Allen,M,25,172,,IND,1928,Summer,Hockey,Hockey Men's Hockey,Gold
Richard James Allen,M,30,172,,IND,1932,Summer,Hockey,Hockey Men's Hockey,Gold
Richard James Allen,M,34,172,,IND,1936,Summer,Hockey,Hockey Men's Hockey,Gold
"Scott Ethan ""Scotty"" Allen",M,14,163,69,USA,1964,Winter,Figure Skating,Figure Skating Men's Singles,Bronze
"Terence de la Mesa ""Terry"" Allen",M,32,,,USA,1920,Summer,Polo,Polo Men's Polo,Bronze
Wyatt Allen,M,25,193,98,USA,2004,Summer,Rowing,Rowing Men's Coxed Eights,Gold
Wyatt Allen,M,29,193,98,USA,2008,Summer,Rowing,Rowing Men's Coxed Eights,Bronze
"Sandra Louise ""Sandy"" Allen-Lewis",F,21,170,59,AUS,2000,Summer,Softball,Softball Women's Softball,Bronze
"Sandra Louise ""Sandy"" Allen-Lewis",F,25,170,59,AUS,2004,Summer,Softball,Softball Women's Softball,Silver
"Sandra Louise ""Sandy"" Allen-Lewis",F,29,170,59,AUS,2008,Summer,Softball,Softball Women's Softball,Bronze
"Katherine Fiona ""Kate"" Allenby",F,26,177,72,GBR,2000,Summer,Modern Pentathlon,Modern Pentathlon Women's Individual,Bronze
Arthur Allers,M,44,,,NOR,1920,Summer,Sailing,Sailing Mixed 12 metres,Gold
Ade Franci Alleyne-Forte,M,23,180,73,TTO,2012,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
"Ian Alistair ""Al"" Allison",M,27,,,CAN,1936,Summer,Basketball,Basketball Men's Basketball,Silver
"Edward Percival ""Percy"" Allman-Smith",M,21,,,GBR,1908,Summer,Hockey,Hockey Men's Hockey,Silver
Lynne Marie Allsup (-Olson),F,15,163,59,USA,1964,Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
Carmela Allucci,F,34,167,60,ITA,2004,Summer,Water Polo,Water Polo Women's Water Polo,Gold
"sa Annelie Charlotte ""Lotta"" Almblad (-Lindefors)",F,29,170,69,SWE,2002,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
Aleksandr Davletovich Almetov,M,20,178,83,URS,1960,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
Aleksandr Davletovich Almetov,M,24,178,83,URS,1964,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Matas Jess Almeyda,M,22,173,70,ARG,1996,Summer,Football,Football Men's Football,Silver
Almighty Voice,M,,,,CAN,1904,Summer,Lacrosse,Lacrosse Men's Lacrosse,Bronze
Erland Herman Lison Almkvist,M,39,,,SWE,1952,Summer,Sailing,Sailing Mixed Three Person Keelboat,Silver
Erik Albin Almlf,M,20,188,73,SWE,1912,Summer,Athletics,Athletics Men's Triple Jump,Bronze
Erik Albin Almlf,M,28,188,73,SWE,1920,Summer,Athletics,Athletics Men's Triple Jump,Bronze
Gte Augustin Almqvist,M,30,,,SWE,1952,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
"Anders Percival ""Percy"" Almstedt",M,31,,,SWE,1920,Summer,Sailing,Sailing Mixed 40 metres,Silver
Arvid Folke Alnevik (Andersson-),M,28,182,70,SWE,1948,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
Nicolas Alnoudji,M,20,180,80,CMR,2000,Summer,Football,Football Men's Football,Gold
Alosio Pires Alves,M,25,182,74,BRA,1988,Summer,Football,Football Men's Football,Silver
Jessica Alonso Bernardo,F,28,172,65,ESP,2012,Summer,Handball,Handball Women's Handball,Bronze
"Mikhail Surenovich ""Misha"" Aloyan",M,23,164,52,RUS,2012,Summer,Boxing,Boxing Men's Flyweight,Bronze
Glory Alozie Oluchi,F,22,155,51,NGR,2000,Summer,Athletics,Athletics Women's 100 metres Hurdles,Silver
Thomas Alsgaard (Alsgrd-),M,22,190,82,NOR,1994,Winter,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres,Gold
Thomas Alsgaard (Alsgrd-),M,22,190,82,NOR,1994,Winter,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver
Thomas Alsgaard (Alsgrd-),M,26,190,82,NOR,1998,Winter,Cross Country Skiing,Cross Country Skiing Men's 10/15 kilometres Pursuit,Gold
Thomas Alsgaard (Alsgrd-),M,26,190,82,NOR,1998,Winter,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold
Thomas Alsgaard (Alsgrd-),M,30,190,82,NOR,2002,Winter,Cross Country Skiing,Cross Country Skiing Men's 10/10 kilometres Pursuit,Gold
Thomas Alsgaard (Alsgrd-),M,30,190,82,NOR,2002,Winter,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold
Malin Therse Alshammar,F,23,180,64,SWE,2000,Summer,Swimming,Swimming Women's 50 metres Freestyle,Silver
Malin Therse Alshammar,F,23,180,64,SWE,2000,Summer,Swimming,Swimming Women's 100 metres Freestyle,Silver
